PassengerId,Name,Pclass,Survived,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
623,"Nakid, Mr. Sahid",3,1,male,20,1,1,2653,15.7417,,C
624,"Hansen, Mr. Henry Damsgaard",3,0,male,21,0,0,350029,7.8542,,S
625,"Bowen, Mr. David John ""Dai""",3,0,male,21,0,0,54636,16.1,,S
626,"Sutton, Mr. Frederick",1,0,male,61,0,0,36963,32.3208,D50,S
627,"Kirkland, Rev. Charles Leonard",2,0,male,57,0,0,219533,12.35,,Q
628,"Longley, Miss. Gretchen Fiske",1,1,female,21,0,0,13502,77.9583,D9,S
629,"Bostandyeff, Mr. Guentcho",3,0,male,26,0,0,349224,7.8958,,S
630,"O'Connell, Mr. Patrick D",3,0,male,,0,0,334912,7.7333,,Q
631,"Barkworth, Mr. Algernon Henry Wilson",1,1,male,80,0,0,27042,30,A23,S
632,"Lundahl, Mr. Johan Svensson",3,0,male,51,0,0,347743,7.0542,,S
633,"Stahelin-Maeglin, Dr. Max",1,1,male,32,0,0,13214,30.5,B50,C
634,"Parr, Mr. William Henry Marsh",1,0,male,,0,0,112052,0,,S
635,"Skoog, Miss. Mabel",3,0,female,9,3,2,347088,27.9,,S
636,"Davis, Miss. Mary",2,1,female,28,0,0,237668,13,,S
637,"Leinonen, Mr. Antti Gustaf",3,0,male,32,0,0,STON/O 2. 3101292,7.925,,S
638,"Collyer, Mr. Harvey",2,0,male,31,1,1,C.A. 31921,26.25,,S
639,"Panula, Mrs. Juha (Maria Emilia Ojala)",3,0,female,41,0,5,3101295,39.6875,,S
640,"Thorneycroft, Mr. Percival",3,0,male,,1,0,376564,16.1,,S
641,"Jensen, Mr. Hans Peder",3,0,male,20,0,0,350050,7.8542,,S
642,"Sagesser, Mlle. Emma",1,1,female,24,0,0,PC 17477,69.3,B35,C
643,"Skoog, Miss. Margit Elizabeth",3,0,female,2,3,2,347088,27.9,,S
644,"Foo, Mr. Choong",3,1,male,,0,0,1601,56.4958,,S
645,"Baclini, Miss. Eugenie",3,1,female,0.75,2,1,2666,19.2583,,C
646,"Harper, Mr. Henry Sleeper",1,1,male,48,1,0,PC 17572,76.7292,D33,C
647,"Cor, Mr. Liudevit",3,0,male,19,0,0,349231,7.8958,,S
648,"Simonius-Blumer, Col. Oberst Alfons",1,1,male,56,0,0,13213,35.5,A26,C
649,"Willey, Mr. Edward",3,0,male,,0,0,S.O./P.P. 751,7.55,,S
650,"Stanley, Miss. Amy Zillah Elsie",3,1,female,23,0,0,CA. 2314,7.55,,S
651,"Mitkoff, Mr. Mito",3,0,male,,0,0,349221,7.8958,,S
652,"Doling, Miss. Elsie",2,1,female,18,0,1,231919,23,,S
653,"Kalvik, Mr. Johannes Halvorsen",3,0,male,21,0,0,8475,8.4333,,S
654,"O'Leary, Miss. Hanora ""Norah""",3,1,female,,0,0,330919,7.8292,,Q
655,"Hegarty, Miss. Hanora ""Nora""",3,0,female,18,0,0,365226,6.75,,Q
656,"Hickman, Mr. Leonard Mark",2,0,male,24,2,0,S.O.C. 14879,73.5,,S
657,"Radeff, Mr. Alexander",3,0,male,,0,0,349223,7.8958,,S
658,"Bourke, Mrs. John (Catherine)",3,0,female,32,1,1,364849,15.5,,Q
659,"Eitemiller, Mr. George Floyd",2,0,male,23,0,0,29751,13,,S
660,"Newell, Mr. Arthur Webster",1,0,male,58,0,2,35273,113.275,D48,C
661,"Frauenthal, Dr. Henry William",1,1,male,50,2,0,PC 17611,133.65,,S
662,"Badt, Mr. Mohamed",3,0,male,40,0,0,2623,7.225,,C
663,"Colley, Mr. Edward Pomeroy",1,0,male,47,0,0,5727,25.5875,E58,S
664,"Coleff, Mr. Peju",3,0,male,36,0,0,349210,7.4958,,S
665,"Lindqvist, Mr. Eino William",3,1,male,20,1,0,STON/O 2. 3101285,7.925,,S
666,"Hickman, Mr. Lewis",2,0,male,32,2,0,S.O.C. 14879,73.5,,S
667,"Butler, Mr. Reginald Fenton",2,0,male,25,0,0,234686,13,,S
668,"Rommetvedt, Mr. Knud Paust",3,0,male,,0,0,312993,7.775,,S
669,"Cook, Mr. Jacob",3,0,male,43,0,0,A/5 3536,8.05,,S
670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,1,female,,1,0,19996,52,C126,S
671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",2,1,female,40,1,1,29750,39,,S
672,"Davidson, Mr. Thornton",1,0,male,31,1,0,F.C. 12750,52,B71,S
673,"Mitchell, Mr. Henry Michael",2,0,male,70,0,0,C.A. 24580,10.5,,S
674,"Wilhelms, Mr. Charles",2,1,male,31,0,0,244270,13,,S
675,"Watson, Mr. Ennis Hastings",2,0,male,,0,0,239856,0,,S
676,"Edvardsson, Mr. Gustaf Hjalmar",3,0,male,18,0,0,349912,7.775,,S
677,"Sawyer, Mr. Frederick Charles",3,0,male,24.5,0,0,342826,8.05,,S
678,"Turja, Miss. Anna Sofia",3,1,female,18,0,0,4138,9.8417,,S
679,"Goodwin, Mrs. Frederick (Augusta Tyler)",3,0,female,43,1,6,CA 2144,46.9,,S
680,"Cardeza, Mr. Thomas Drake Martinez",1,1,male,36,0,1,PC 17755,512.3292,B51 B53 B55,C
681,"Peters, Miss. Katie",3,0,female,,0,0,330935,8.1375,,Q
682,"Hassab, Mr. Hammad",1,1,male,27,0,0,PC 17572,76.7292,D49,C
683,"Olsvigen, Mr. Thor Anderson",3,0,male,20,0,0,6563,9.225,,S
684,"Goodwin, Mr. Charles Edward",3,0,male,14,5,2,CA 2144,46.9,,S
685,"Brown, Mr. Thomas William Solomon",2,0,male,60,1,1,29750,39,,S
686,"Laroche, Mr. Joseph Philippe Lemercier",2,0,male,25,1,2,SC/Paris 2123,41.5792,,C
687,"Panula, Mr. Jaako Arnold",3,0,male,14,4,1,3101295,39.6875,,S
688,"Dakic, Mr. Branko",3,0,male,19,0,0,349228,10.1708,,S
689,"Fischer, Mr. Eberhard Thelander",3,0,male,18,0,0,350036,7.7958,,S
690,"Madill, Miss. Georgette Alexandra",1,1,female,15,0,1,24160,211.3375,B5,S
691,"Dick, Mr. Albert Adrian",1,1,male,31,1,0,17474,57,B20,S
692,"Karun, Miss. Manca",3,1,female,4,0,1,349256,13.4167,,C
693,"Lam, Mr. Ali",3,1,male,,0,0,1601,56.4958,,S
694,"Saad, Mr. Khalil",3,0,male,25,0,0,2672,7.225,,C
695,"Weir, Col. John",1,0,male,60,0,0,113800,26.55,,S
696,"Chapman, Mr. Charles Henry",2,0,male,52,0,0,248731,13.5,,S
697,"Kelly, Mr. James",3,0,male,44,0,0,363592,8.05,,S
698,"Mullens, Miss. Katherine ""Katie""",3,1,female,,0,0,35852,7.7333,,Q
699,"Thayer, Mr. John Borland",1,0,male,49,1,1,17421,110.8833,C68,C
700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",3,0,male,42,0,0,348121,7.65,F G63,S
701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,1,female,18,1,0,PC 17757,227.525,C62 C64,C
702,"Silverthorne, Mr. Spencer Victor",1,1,male,35,0,0,PC 17475,26.2875,E24,S
703,"Barbara, Miss. Saiide",3,0,female,18,0,1,2691,14.4542,,C
704,"Gallagher, Mr. Martin",3,0,male,25,0,0,36864,7.7417,,Q
705,"Hansen, Mr. Henrik Juul",3,0,male,26,1,0,350025,7.8542,,S
706,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",2,0,male,39,0,0,250655,26,,S
707,"Kelly, Mrs. Florence ""Fannie""",2,1,female,45,0,0,223596,13.5,,S
708,"Calderhead, Mr. Edward Pennington",1,1,male,42,0,0,PC 17476,26.2875,E24,S
709,"Cleaver, Miss. Alice",1,1,female,22,0,0,113781,151.55,,S
710,"Moubarek, Master. Halim Gonios (""William George"")",3,1,male,,1,1,2661,15.2458,,C
711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,1,female,24,0,0,PC 17482,49.5042,C90,C
712,"Klaber, Mr. Herman",1,0,male,,0,0,113028,26.55,C124,S
713,"Taylor, Mr. Elmer Zebley",1,1,male,48,1,0,19996,52,C126,S
714,"Larsson, Mr. August Viktor",3,0,male,29,0,0,7545,9.4833,,S
715,"Greenberg, Mr. Samuel",2,0,male,52,0,0,250647,13,,S
716,"Soholt, Mr. Peter Andreas Lauritz Andersen",3,0,male,19,0,0,348124,7.65,F G73,S
717,"Endres, Miss. Caroline Louise",1,1,female,38,0,0,PC 17757,227.525,C45,C
718,"Troutt, Miss. Edwina Celia ""Winnie""",2,1,female,27,0,0,34218,10.5,E101,S
719,"McEvoy, Mr. Michael",3,0,male,,0,0,36568,15.5,,Q
720,"Johnson, Mr. Malkolm Joackim",3,0,male,33,0,0,347062,7.775,,S
721,"Harper, Miss. Annie Jessie ""Nina""",2,1,female,6,0,1,248727,33,,S
722,"Jensen, Mr. Svend Lauritz",3,0,male,17,1,0,350048,7.0542,,S
723,"Gillespie, Mr. William Henry",2,0,male,34,0,0,12233,13,,S
724,"Hodges, Mr. Henry Price",2,0,male,50,0,0,250643,13,,S
725,"Chambers, Mr. Norman Campbell",1,1,male,27,1,0,113806,53.1,E8,S
726,"Oreskovic, Mr. Luka",3,0,male,20,0,0,315094,8.6625,,S
727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",2,1,female,30,3,0,31027,21,,S
728,"Mannion, Miss. Margareth",3,1,female,,0,0,36866,7.7375,,Q
729,"Bryhl, Mr. Kurt Arnold Gottfrid",2,0,male,25,1,0,236853,26,,S
730,"Ilmakangas, Miss. Pieta Sofia",3,0,female,25,1,0,STON/O2. 3101271,7.925,,S
731,"Allen, Miss. Elisabeth Walton",1,1,female,29,0,0,24160,211.3375,B5,S
732,"Hassan, Mr. Houssein G N",3,0,male,11,0,0,2699,18.7875,,C
733,"Knight, Mr. Robert J",2,0,male,,0,0,239855,0,,S
734,"Berriman, Mr. William John",2,0,male,23,0,0,28425,13,,S
735,"Troupiansky, Mr. Moses Aaron",2,0,male,23,0,0,233639,13,,S
736,"Williams, Mr. Leslie",3,0,male,28.5,0,0,54636,16.1,,S
737,"Ford, Mrs. Edward (Margaret Ann Watson)",3,0,female,48,1,3,W./C. 6608,34.375,,S
738,"Lesurer, Mr. Gustave J",1,1,male,35,0,0,PC 17755,512.3292,B101,C
739,"Ivanoff, Mr. Kanio",3,0,male,,0,0,349201,7.8958,,S
740,"Nankoff, Mr. Minko",3,0,male,,0,0,349218,7.8958,,S
741,"Hawksford, Mr. Walter James",1,1,male,,0,0,16988,30,D45,S
742,"Cavendish, Mr. Tyrell William",1,0,male,36,1,0,19877,78.85,C46,S
743,"Ryerson, Miss. Susan Parker ""Suzette""",1,1,female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C
744,"McNamee, Mr. Neal",3,0,male,24,1,0,376566,16.1,,S
745,"Stranden, Mr. Juho",3,1,male,31,0,0,STON/O 2. 3101288,7.925,,S
746,"Crosby, Capt. Edward Gifford",1,0,male,70,1,1,WE/P 5735,71,B22,S
747,"Abbott, Mr. Rossmore Edward",3,0,male,16,1,1,C.A. 2673,20.25,,S
748,"Sinkkonen, Miss. Anna",2,1,female,30,0,0,250648,13,,S
749,"Marvin, Mr. Daniel Warner",1,0,male,19,1,0,113773,53.1,D30,S
750,"Connaghton, Mr. Michael",3,0,male,31,0,0,335097,7.75,,Q
751,"Wells, Miss. Joan",2,1,female,4,1,1,29103,23,,S
752,"Moor, Master. Meier",3,1,male,6,0,1,392096,12.475,E121,S
753,"Vande Velde, Mr. Johannes Joseph",3,0,male,33,0,0,345780,9.5,,S
754,"Jonkoff, Mr. Lalio",3,0,male,23,0,0,349204,7.8958,,S
755,"Herman, Mrs. Samuel (Jane Laver)",2,1,female,48,1,2,220845,65,,S
756,"Hamalainen, Master. Viljo",2,1,male,0.67,1,1,250649,14.5,,S
757,"Carlsson, Mr. August Sigfrid",3,0,male,28,0,0,350042,7.7958,,S
758,"Bailey, Mr. Percy Andrew",2,0,male,18,0,0,29108,11.5,,S
759,"Theobald, Mr. Thomas Leonard",3,0,male,34,0,0,363294,8.05,,S
760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,1,female,33,0,0,110152,86.5,B77,S
761,"Garfirth, Mr. John",3,0,male,,0,0,358585,14.5,,S
762,"Nirva, Mr. Iisakki Antino Aijo",3,0,male,41,0,0,SOTON/O2 3101272,7.125,,S
763,"Barah, Mr. Hanna Assi",3,1,male,20,0,0,2663,7.2292,,C
764,"Carter, Mrs. William Ernest (Lucile Polk)",1,1,female,36,1,2,113760,120,B96 B98,S
765,"Eklund, Mr. Hans Linus",3,0,male,16,0,0,347074,7.775,,S
766,"Hogeboom, Mrs. John C (Anna Andrews)",1,1,female,51,1,0,13502,77.9583,D11,S
767,"Brewe, Dr. Arthur Jackson",1,0,male,,0,0,112379,39.6,,C
768,"Mangan, Miss. Mary",3,0,female,30.5,0,0,364850,7.75,,Q
769,"Moran, Mr. Daniel J",3,0,male,,1,0,371110,24.15,,Q
770,"Gronnestad, Mr. Daniel Danielsen",3,0,male,32,0,0,8471,8.3625,,S
771,"Lievens, Mr. Rene Aime",3,0,male,24,0,0,345781,9.5,,S
772,"Jensen, Mr. Niels Peder",3,0,male,48,0,0,350047,7.8542,,S
773,"Mack, Mrs. (Mary)",2,0,female,57,0,0,S.O./P.P. 3,10.5,E77,S
774,"Elias, Mr. Dibo",3,0,male,,0,0,2674,7.225,,C
775,"Hocking, Mrs. Elizabeth (Eliza Needs)",2,1,female,54,1,3,29105,23,,S
776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",3,0,male,18,0,0,347078,7.75,,S
777,"Tobin, Mr. Roger",3,0,male,,0,0,383121,7.75,F38,Q
778,"Emanuel, Miss. Virginia Ethel",3,1,female,5,0,0,364516,12.475,,S
779,"Kilgannon, Mr. Thomas J",3,0,male,,0,0,36865,7.7375,,Q
780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,1,female,43,0,1,24160,211.3375,B3,S
781,"Ayoub, Miss. Banoura",3,1,female,13,0,0,2687,7.2292,,C
782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,1,female,17,1,0,17474,57,B20,S
783,"Long, Mr. Milton Clyde",1,0,male,29,0,0,113501,30,D6,S
784,"Johnston, Mr. Andrew G",3,0,male,,1,2,W./C. 6607,23.45,,S
785,"Ali, Mr. William",3,0,male,25,0,0,SOTON/O.Q. 3101312,7.05,,S
786,"Harmer, Mr. Abraham (David Lishin)",3,0,male,25,0,0,374887,7.25,,S
787,"Sjoblom, Miss. Anna Sofia",3,1,female,18,0,0,3101265,7.4958,,S
788,"Rice, Master. George Hugh",3,0,male,8,4,1,382652,29.125,,Q
789,"Dean, Master. Bertram Vere",3,1,male,1,1,2,C.A. 2315,20.575,,S
790,"Guggenheim, Mr. Benjamin",1,0,male,46,0,0,PC 17593,79.2,B82 B84,C
791,"Keane, Mr. Andrew ""Andy""",3,0,male,,0,0,12460,7.75,,Q
792,"Gaskell, Mr. Alfred",2,0,male,16,0,0,239865,26,,S
793,"Sage, Miss. Stella Anna",3,0,female,,8,2,CA. 2343,69.55,,S
794,"Hoyt, Mr. William Fisher",1,0,male,,0,0,PC 17600,30.6958,,C
795,"Dantcheff, Mr. Ristiu",3,0,male,25,0,0,349203,7.8958,,S
796,"Otter, Mr. Richard",2,0,male,39,0,0,28213,13,,S
797,"Leader, Dr. Alice (Farnham)",1,1,female,49,0,0,17465,25.9292,D17,S
798,"Osman, Mrs. Mara",3,1,female,31,0,0,349244,8.6833,,S
799,"Ibrahim Shawah, Mr. Yousseff",3,0,male,30,0,0,2685,7.2292,,C
800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",3,0,female,30,1,1,345773,24.15,,S
801,"Ponesell, Mr. Martin",2,0,male,34,0,0,250647,13,,S
802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",2,1,female,31,1,1,C.A. 31921,26.25,,S
803,"Carter, Master. William Thornton II",1,1,male,11,1,2,113760,120,B96 B98,S
804,"Thomas, Master. Assad Alexander",3,1,male,0.42,0,1,2625,8.5167,,C
805,"Hedman, Mr. Oskar Arvid",3,1,male,27,0,0,347089,6.975,,S
806,"Johansson, Mr. Karl Johan",3,0,male,31,0,0,347063,7.775,,S
807,"Andrews, Mr. Thomas Jr",1,0,male,39,0,0,112050,0,A36,S
808,"Pettersson, Miss. Ellen Natalia",3,0,female,18,0,0,347087,7.775,,S
809,"Meyer, Mr. August",2,0,male,39,0,0,248723,13,,S
810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,1,female,33,1,0,113806,53.1,E8,S
811,"Alexander, Mr. William",3,0,male,26,0,0,3474,7.8875,,S
812,"Lester, Mr. James",3,0,male,39,0,0,A/4 48871,24.15,,S
813,"Slemen, Mr. Richard James",2,0,male,35,0,0,28206,10.5,,S
814,"Andersson, Miss. Ebba Iris Alfrida",3,0,female,6,4,2,347082,31.275,,S
815,"Tomlin, Mr. Ernest Portage",3,0,male,30.5,0,0,364499,8.05,,S
816,"Fry, Mr. Richard",1,0,male,,0,0,112058,0,B102,S
817,"Heininen, Miss. Wendla Maria",3,0,female,23,0,0,STON/O2. 3101290,7.925,,S
818,"Mallet, Mr. Albert",2,0,male,31,1,1,S.C./PARIS 2079,37.0042,,C
819,"Holm, Mr. John Fredrik Alexander",3,0,male,43,0,0,C 7075,6.45,,S
820,"Skoog, Master. Karl Thorsten",3,0,male,10,3,2,347088,27.9,,S
821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,1,female,52,1,1,12749,93.5,B69,S
822,"Lulic, Mr. Nikola",3,1,male,27,0,0,315098,8.6625,,S
823,"Reuchlin, Jonkheer. John George",1,0,male,38,0,0,19972,0,,S
824,"Moor, Mrs. (Beila)",3,1,female,27,0,1,392096,12.475,E121,S
825,"Panula, Master. Urho Abraham",3,0,male,2,4,1,3101295,39.6875,,S
826,"Flynn, Mr. John",3,0,male,,0,0,368323,6.95,,Q
827,"Lam, Mr. Len",3,0,male,,0,0,1601,56.4958,,S
828,"Mallet, Master. Andre",2,1,male,1,0,2,S.C./PARIS 2079,37.0042,,C
829,"McCormack, Mr. Thomas Joseph",3,1,male,,0,0,367228,7.75,,Q
830,"Stone, Mrs. George Nelson (Martha Evelyn)",1,1,female,62,0,0,113572,80,B28,
831,"Yasbeck, Mrs. Antoni (Selini Alexander)",3,1,female,15,1,0,2659,14.4542,,C
832,"Richards, Master. George Sibley",2,1,male,0.83,1,1,29106,18.75,,S
833,"Saad, Mr. Amin",3,0,male,,0,0,2671,7.2292,,C
834,"Augustsson, Mr. Albert",3,0,male,23,0,0,347468,7.8542,,S
835,"Allum, Mr. Owen George",3,0,male,18,0,0,2223,8.3,,S
836,"Compton, Miss. Sara Rebecca",1,1,female,39,1,1,PC 17756,83.1583,E49,C
837,"Pasic, Mr. Jakob",3,0,male,21,0,0,315097,8.6625,,S
838,"Sirota, Mr. Maurice",3,0,male,,0,0,392092,8.05,,S
839,"Chip, Mr. Chang",3,1,male,32,0,0,1601,56.4958,,S
840,"Marechal, Mr. Pierre",1,1,male,,0,0,11774,29.7,C47,C
841,"Alhomaki, Mr. Ilmari Rudolf",3,0,male,20,0,0,SOTON/O2 3101287,7.925,,S
842,"Mudd, Mr. Thomas Charles",2,0,male,16,0,0,S.O./P.P. 3,10.5,,S
843,"Serepeca, Miss. Augusta",1,1,female,30,0,0,113798,31,,C
844,"Lemberopolous, Mr. Peter L",3,0,male,34.5,0,0,2683,6.4375,,C
845,"Culumovic, Mr. Jeso",3,0,male,17,0,0,315090,8.6625,,S
846,"Abbing, Mr. Anthony",3,0,male,42,0,0,C.A. 5547,7.55,,S
847,"Sage, Mr. Douglas Bullen",3,0,male,,8,2,CA. 2343,69.55,,S
848,"Markoff, Mr. Marin",3,0,male,35,0,0,349213,7.8958,,C
849,"Harper, Rev. John",2,0,male,28,0,1,248727,33,,S
850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,1,female,,1,0,17453,89.1042,C92,C
851,"Andersson, Master. Sigvard Harald Elias",3,0,male,4,4,2,347082,31.275,,S
852,"Svensson, Mr. Johan",3,0,male,74,0,0,347060,7.775,,S
853,"Boulos, Miss. Nourelain",3,0,female,9,1,1,2678,15.2458,,C
854,"Lines, Miss. Mary Conover",1,1,female,16,0,1,PC 17592,39.4,D28,S
855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",2,0,female,44,1,0,244252,26,,S
856,"Aks, Mrs. Sam (Leah Rosen)",3,1,female,18,0,1,392091,9.35,,S
857,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,1,female,45,1,1,36928,164.8667,,S
858,"Daly, Mr. Peter Denis ",1,1,male,51,0,0,113055,26.55,E17,S
859,"Baclini, Mrs. Solomon (Latifa Qurban)",3,1,female,24,0,3,2666,19.2583,,C
860,"Razi, Mr. Raihed",3,0,male,,0,0,2629,7.2292,,C
861,"Hansen, Mr. Claus Peter",3,0,male,41,2,0,350026,14.1083,,S
862,"Giles, Mr. Frederick Edward",2,0,male,21,1,0,28134,11.5,,S
863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,1,female,48,0,0,17466,25.9292,D17,S
864,"Sage, Miss. Dorothy Edith ""Dolly""",3,0,female,,8,2,CA. 2343,69.55,,S
865,"Gill, Mr. John William",2,0,male,24,0,0,233866,13,,S
866,"Bystrom, Mrs. (Karolina)",2,1,female,42,0,0,236852,13,,S
867,"Duran y More, Miss. Asuncion",2,1,female,27,1,0,SC/PARIS 2149,13.8583,,C
868,"Roebling, Mr. Washington Augustus II",1,0,male,31,0,0,PC 17590,50.4958,A24,S
869,"van Melkebeke, Mr. Philemon",3,0,male,,0,0,345777,9.5,,S
870,"Johnson, Master. Harold Theodor",3,1,male,4,1,1,347742,11.1333,,S
871,"Balkic, Mr. Cerin",3,0,male,26,0,0,349248,7.8958,,S
872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,1,female,47,1,1,11751,52.5542,D35,S
873,"Carlsson, Mr. Frans Olof",1,0,male,33,0,0,695,5,B51 B53 B55,S
874,"Vander Cruyssen, Mr. Victor",3,0,male,47,0,0,345765,9,,S
875,"Abelson, Mrs. Samuel (Hannah Wizosky)",2,1,female,28,1,0,P/PP 3381,24,,C
876,"Najib, Miss. Adele Kiamie ""Jane""",3,1,female,15,0,0,2667,7.225,,C
877,"Gustafsson, Mr. Alfred Ossian",3,0,male,20,0,0,7534,9.8458,,S
878,"Petroff, Mr. Nedelio",3,0,male,19,0,0,349212,7.8958,,S
879,"Laleff, Mr. Kristo",3,0,male,,0,0,349217,7.8958,,S
880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,1,female,56,0,1,11767,83.1583,C50,C
881,"Shelley, Mrs. William (Imanita Parrish Hall)",2,1,female,25,0,1,230433,26,,S
882,"Markun, Mr. Johann",3,0,male,33,0,0,349257,7.8958,,S
883,"Dahlberg, Miss. Gerda Ulrika",3,0,female,22,0,0,7552,10.5167,,S
884,"Banfield, Mr. Frederick James",2,0,male,28,0,0,C.A./SOTON 34068,10.5,,S
885,"Sutehall, Mr. Henry Jr",3,0,male,25,0,0,SOTON/OQ 392076,7.05,,S
886,"Rice, Mrs. William (Margaret Norton)",3,0,female,39,0,5,382652,29.125,,Q
887,"Montvila, Rev. Juozas",2,0,male,27,0,0,211536,13,,S
888,"Graham, Miss. Margaret Edith",1,1,female,19,0,0,112053,30,B42,S
889,"Johnston, Miss. Catherine Helen ""Carrie""",3,0,female,,1,2,W./C. 6607,23.45,,S
890,"Behr, Mr. Karl Howell",1,1,male,26,0,0,111369,30,C148,C
891,"Dooley, Mr. Patrick",3,0,male,32,0,0,370376,7.75,,Q
